NUMEROORDEN,IDCERCO,IDFISCAL,EVENTO,TIEMPO,MODOFISCALIZACION,PROCESOS,EJECUCION,ADMINISTRACION,SEGURIDAD,ENTREGA,FLAG_AUDITAR
1-145867186881,112,705,TROUBLE CALL,44.827236,EN VIVO,1,1,1,1,0.833333333,0
1-145049972692,151,1575,INSTALACIÓN,26.39351,POSTERIOR,1,1,,,1,0
1-145593881692,198,701,INSTALACIÓN,24.346486,POSTERIOR,1,0.833333333,,,1,0
1-144810688469,148,1606,INSTALACIÓN,23.55583,POSTERIOR,1,1,,,1,0
1-145266251442,403,21262,INSTALACIÓN,45.292377,POSTERIOR,1,1,,,1,0
1-145572985987,157,11964,CAMBIO TOTAL DE ACOMETIDA,0.004138,POSTERIOR,1,1,,,1,0
1-145572985987,157,11964,TROUBLE CALL,26.981433,POSTERIOR,1,1,,,1,0
1-144317515727,242,12002,INSTALACIÓN,24.025657,POSTERIOR,1,1,,,1,0
1-144369141207,139,706,TROUBLE CALL,47.163734,POSTERIOR,1,0.333333333,,,1,0
1-144821012757,156,5990,INSTALACIÓN,56.249417,POSTERIOR,1,0.5,,,0,0
1-144852204495,388,14909,FISCALIZACIÓN ESPECIAL,0.016685,POSTERIOR,,,,,,0
1-145579539323,198,701,INSTALACIÓN,8.248636,POSTERIOR,1,1,,,1,0
1-143927519216,195,22161,TROUBLE CALL,0.728198,POSTERIOR,1,1,,,1,0
1-145797676576,108,14406,TROUBLE CALL,37.277266,EN VIVO,1,1,1,1,0.833333333,0
1-145448642486,237,2858,TROUBLE CALL,4.931381,POSTERIOR,1,1,,,1,0
1-145801926910,178,712,TROUBLE CALL,24.095384,POSTERIOR,1,1,,,1,0
1-144245425235,156,5990,INSTALACIÓN,43.874321,POSTERIOR,1,0.5,,,0,0
1-145680499484,143,696,TROUBLE CALL,8.802944,POSTERIOR,1,1,,,1,0
1-144988815543,201,703,TROUBLE CALL,11.116367,POSTERIOR,1,1,,,1,0
1-145879151502,245,10546,INSTALACIÓN,11.62588,EN VIVO,1,1,1,1,1,0
1-145347759854,117,698,TROUBLE CALL,44.83779,POSTERIOR,1,1,,,1,0
1-145790451325,189,14461,CAMBIO TOTAL DE ACOMETIDA,0.000528,EN VIVO,1,1,1,1,1,1
1-145779933508,143,696,TROUBLE CALL,38.84214,EN VIVO,1,1,1,1,0.833333333,0
1-145200052932,305,14228,INSTALACIÓN,30.267568,POSTERIOR,1,1,,,1,0
1-144849557872,388,14776,INSTALACIÓN,59.894992,POSTERIOR,1,1,,,1,0
1-145807315754,201,703,FISCALIZACIÓN ESPECIAL,0.001728,EN VIVO,,,,,,1
1-145840172577,242,12002,FISCALIZACIÓN ESPECIAL,0.001861,EN VIVO,,,,,,1
1-145787766371,237,2858,TROUBLE CALL,40.391052,EN VIVO,1,1,1,1,1,0
1-145775558369,201,703,FISCALIZACIÓN ESPECIAL,0.002531,EN VIVO,,,,,,1
1-145775558369,201,703,FISCALIZACIÓN ESPECIAL,0.033756,EN VIVO,,,,,,1
1-145775558369,201,703,TROUBLE CALL,37.053371,EN VIVO,1,1,1,1,1,0
1-145657325350,388,14776,INSTALACIÓN,47.387575,POSTERIOR,1,1,,,1,0
1-145730545035,388,7398,INSTALACIÓN,44.597565,EN VIVO,1,1,1,1,1,0
1-145811614739,388,663,TROUBLE CALL,40.057343,EN VIVO,1,1,1,1,1,0
1-144952427305,152,2631,INSTALACIÓN,10.507165,POSTERIOR,1,1,,,1,0
1-145248526825,156,12578,TROUBLE CALL,23.792523,EN VIVO,1,1,1,1,1,0
1-145728438398,151,1575,TROUBLE CALL,20.58963,EN VIVO,1,0.8,1,1,1,0
1-145240969315,167,8516,TROUBLE CALL,39.519097,POSTERIOR,1,1,,,1,0
1-145976328913,140,718,TROUBLE CALL,31.048025,EN VIVO,1,1,1,1,1,0
1-145944524942,198,701,TROUBLE CALL,45.087829,POSTERIOR,1,1,,,1,0
1-145959846769,178,712,TROUBLE CALL,0.412386,EN VIVO,1,1,1,1,1,1
1-145869439622,388,14909,INSTALACIÓN,24.743521,EN VIVO,1,1,1,1,1,0
1-145910309371,198,701,TROUBLE CALL,7.594146,POSTERIOR,1,1,,,1,0
1-145737298453,154,717,TROUBLE CALL,59.571661,POSTERIOR,1,1,,,1,0
1-145735815823,154,717,FISCALIZACIÓN ESPECIAL,0.010555,POSTERIOR,,,,,,0
1-145949721014,201,703,FISCALIZACIÓN ESPECIAL,0.009282,EN VIVO,,,,,,1
1-145949721014,201,703,FISCALIZACIÓN ESPECIAL,0.000689,EN VIVO,,,,,,1
1-145828561742,112,705,INSTALACIÓN,15.998629,POSTERIOR,1,1,,,1,0
1-145836253828,237,2858,FISCALIZACIÓN ESPECIAL,0.006612,EN VIVO,,,,,,1
1-145991572748,166,14216,TROUBLE CALL,37.213446,EN VIVO,1,0.8,1,1,1,0
1-146004055629,388,14909,INSTALACIÓN,54.556038,EN VIVO,1,1,1,1,1,0
1-140812509624,305,14228,CAMBIO TOTAL DE ACOMETIDA,0.007273,POSTERIOR,1,1,,,1,0
1-145101542189,398,15954,INSTALACIÓN,49.901529,POSTERIOR,1,1,,,1,0
1-145795687405,154,717,CAMBIO TOTAL DE ACOMETIDA,0.004113,POSTERIOR,1,1,,,1,0
1-145478112522,398,15954,INSTALACIÓN,57.082771,POSTERIOR,1,1,,,1,0
1-145977458103,237,2858,FISCALIZACIÓN ESPECIAL,0.000335,EN VIVO,,,,,,1
1-144667206616,347,3561,INSTALACIÓN,49.584625,POSTERIOR,1,0.833333333,,,0,0
1-145968343619,112,705,TROUBLE CALL,35.91329,EN VIVO,1,1,1,1,0.666666667,0
1-145913936076,171,8221,TROUBLE CALL,9.85683,EN VIVO,1,1,1,1,1,1
1-145906374870,161,10287,TROUBLE CALL,10.201949,POSTERIOR,1,0.666666667,,,1,0
1-145678569995,195,22161,FISCALIZACIÓN ESPECIAL,0.005735,POSTERIOR,,,,,,0
1-145984205134,140,718,TROUBLE CALL,35.633253,EN VIVO,1,1,1,1,1,0
1-145170448214,161,3350,FISCALIZACIÓN ESPECIAL,0.000527,POSTERIOR,,,,,,0
1-145958504042,148,1606,FISCALIZACIÓN ESPECIAL,0.002699,EN VIVO,,,,,,1
1-145958504042,148,1606,INSTALACIÓN,37.572626,EN VIVO,1,1,1,0,1,0
1-145714419917,347,3561,INSTALACIÓN,28.569039,POSTERIOR,1,1,,,1,0
1-145890162133,156,12578,CAMBIO TOTAL DE ACOMETIDA,0.000315,POSTERIOR,1,1,,,1,0
1-145991356689,167,8516,TROUBLE CALL,55.873288,EN VIVO,1,1,1,1,1,0
1-145827647621,112,705,TROUBLE CALL,46.273844,POSTERIOR,1,1,,,1,0
1-145942720999,97,704,TROUBLE CALL,59.87008,EN VIVO,1,1,1,1,1,0
1-145984137893,97,704,FISCALIZACIÓN ESPECIAL,0.00049,EN VIVO,,,,,,1
1-145464024606,142,19343,INSTALACIÓN,55.182744,POSTERIOR,1,1,,,1,0
1-145913610252,178,712,INSTALACIÓN,2.14383,POSTERIOR,1,1,,,1,0
1-145974578230,108,14406,TROUBLE CALL,15.461152,EN VIVO,1,1,1,1,0.666666667,0
1-146013681038,398,15954,INSTALACIÓN,44.620596,POSTERIOR,1,1,,,1,0
1-145661155676,118,14372,TROUBLE CALL,8.109777,POSTERIOR,1,1,,,1,0
1-145902388282,178,712,INSTALACIÓN,29.83333,POSTERIOR,1,1,,,1,0
1-145899979535,388,663,INSTALACIÓN,11.556935,EN VIVO,1,1,1,1,1,0
1-145900697602,388,7398,INSTALACIÓN,28.601131,POSTERIOR,0,0.5,,,1,0
1-145904421514,156,12578,CAMBIO TOTAL DE ACOMETIDA,0.000206,POSTERIOR,1,1,,,1,0
1-145904421514,156,12578,TROUBLE CALL,46.656875,POSTERIOR,1,1,,,1,0
1-145119212972,198,701,INSTALACIÓN,42.009447,POSTERIOR,1,0.666666667,,,1,0
1-145536223968,151,1575,TROUBLE CALL,21.338236,POSTERIOR,1,1,,,1,0
1-145966787597,237,2858,TROUBLE CALL,53.44302,EN VIVO,1,1,1,1,1,0
1-145911204597,388,7398,TROUBLE CALL,16.873991,EN VIVO,1,1,1,1,1,0
1-145384633886,151,1575,TROUBLE CALL,0.510096,POSTERIOR,1,1,,,1,0
1-145913943185,113,14409,CAMBIO TOTAL DE ACOMETIDA,0.000306,POSTERIOR,1,1,,,1,0
1-145720705783,113,14409,TROUBLE CALL,55.886613,EN VIVO,0.833333333,0.8,1,1,1,0
1-145748439375,154,717,CAMBIO TOTAL DE ACOMETIDA,0.005066,POSTERIOR,1,0.666666667,,,1,0
1-145980564587,139,706,FISCALIZACIÓN ESPECIAL,0.000507,EN VIVO,,,,,,1
1-145962462308,305,14228,TROUBLE CALL,8.008518,EN VIVO,1,1,1,1,1,1
1-144335710590,347,1786,INSTALACIÓN,22.754454,POSTERIOR,1,1,,,1,0
1-145056333707,113,28102,CAMBIO TOTAL DE ACOMETIDA,0.000898,POSTERIOR,1,0.666666667,,,1,0
1-145652739735,100,14407,FISCALIZACIÓN ESPECIAL,0.001905,POSTERIOR,,,,,,0
1-145487994236,195,22161,INSTALACIÓN,41.935172,POSTERIOR,1,1,,,1,0
1-146052488916,100,14407,FISCALIZACIÓN ESPECIAL,0.008618,EN VIVO,,,,,,1
1-146025879892,201,703,INSTALACIÓN,33.324018,EN VIVO,1,0.833333333,1,1,0.8,0
1-145891464636,171,8221,INSTALACIÓN,10.733388,EN VIVO,1,1,1,1,1,0
1-146071633353,388,663,TROUBLE CALL,0.624404,EN VIVO,1,1,1,1,1,1
1-146045913187,398,15954,INSTALACIÓN,48.965108,POSTERIOR,1,1,,,1,0
1-146001270293,142,19343,TROUBLE CALL,6.642411,EN VIVO,1,1,1,1,1,1
1-146043524487,143,696,TROUBLE CALL,19.012043,POSTERIOR,1,1,,,1,0
1-146007672879,195,22161,CAMBIO TOTAL DE ACOMETIDA,0.004767,EN VIVO,1,1,1,1,1,1
1-144322867965,347,1786,INSTALACIÓN,20.776958,POSTERIOR,1,1,,,1,0
1-146038536587,148,1606,FISCALIZACIÓN ESPECIAL,0.000305,EN VIVO,,,,,,1
1-146038536587,148,1606,TROUBLE CALL,6.865687,EN VIVO,1,1,1,1,1,1
1-145598528813,156,5990,INSTALACIÓN,4.288158,POSTERIOR,1,1,,,1,0
1-146052909341,388,663,TROUBLE CALL,46.815213,EN VIVO,1,1,1,1,1,0
1-145997976636,140,718,TROUBLE CALL,37.604576,POSTERIOR,1,1,,,1,0
1-143077920723,305,14228,TROUBLE CALL,8.923486,POSTERIOR,1,1,,,1,0
1-146118301959,140,718,TROUBLE CALL,52.375297,EN VIVO,1,1,1,1,1,0
1-145443585432,398,15954,INSTALACIÓN,13.646205,POSTERIOR,1,1,,,1,0
1-145601941397,152,2631,INSTALACIÓN,42.476377,POSTERIOR,1,1,,,1,0
1-146047490662,398,15954,INSTALACIÓN,7.126234,EN VIVO,1,1,1,1,1,1
1-146079594368,233,715,INSTALACIÓN,55.277743,POSTERIOR,0,1,,,1,0
1-146095522316,185,7987,TROUBLE CALL,19.40553,EN VIVO,1,1,1,1,1,0
1-146117864892,178,712,TROUBLE CALL,3.303709,EN VIVO,1,1,1,1,1,1
1-144642531712,118,14372,CAMBIO TOTAL DE ACOMETIDA,0.000405,POSTERIOR,1,0.666666667,,,1,0
1-145653302669,245,10546,FISCALIZACIÓN ESPECIAL,0.001951,POSTERIOR,,,,,,0
1-145048641951,388,663,INSTALACIÓN,37.265978,POSTERIOR,1,1,,,1,0
1-146045278284,171,8221,TROUBLE CALL,27.721324,EN VIVO,1,1,1,1,1,0
1-146107929952,167,693,TROUBLE CALL,39.842401,EN VIVO,1,1,1,1,1,0
1-144641734682,113,14409,INSTALACIÓN,12.513351,POSTERIOR,1,0.833333333,,,1,0
1-146095578761,233,715,FISCALIZACIÓN ESPECIAL,0.000618,EN VIVO,,,,,,1
1-146122228902,151,1575,TROUBLE CALL,49.050249,EN VIVO,1,0.833333333,1,1,0.857142857,0
1-144801794677,151,1575,INSTALACIÓN,52.00563,POSTERIOR,1,0.833333333,,,0,0
1-145602481607,156,2530,FISCALIZACIÓN ESPECIAL,0.003601,POSTERIOR,,,,,,0
1-145602481607,156,2530,INSTALACIÓN,40.916445,POSTERIOR,1,0.833333333,,,1,0
1-146099098922,398,15954,FISCALIZACIÓN ESPECIAL,0.000873,EN VIVO,,,,,,1
1-145664148623,152,2631,INSTALACIÓN,54.879157,POSTERIOR,1,1,,,1,0
1-146093008208,245,10546,TROUBLE CALL,18.669152,EN VIVO,1,1,1,1,1,0
1-142821328606,305,14228,TROUBLE CALL,41.943673,POSTERIOR,1,1,,,1,0
1-145041773057,156,2530,INSTALACIÓN,22.439287,POSTERIOR,1,0.833333333,,,1,0
1-146073126487,109,24323,TROUBLE CALL,37.585197,EN VIVO,1,1,1,1,1,0
1-144788906311,156,5990,INSTALACIÓN,17.519795,POSTERIOR,1,1,,,1,0
1-146020377441,399,18883,TROUBLE CALL,40.538312,EN VIVO,1,1,1,1,1,0
1-145519398402,388,14909,INSTALACIÓN,55.854997,POSTERIOR,1,1,,,1,0
1-145505936672,195,22161,INSTALACIÓN,39.452255,POSTERIOR,0,1,,,1,0
1-145999823695,167,8516,FISCALIZACIÓN ESPECIAL,0.00572,EN VIVO,,,,,,1
1-145934830751,242,12002,INSTALACIÓN,37.426039,POSTERIOR,0,0.666666667,,,1,0
1-145939656190,140,718,INSTALACIÓN,51.957133,POSTERIOR,1,1,,,1,0
1-145845782314,113,28102,TROUBLE CALL,34.264265,POSTERIOR,1,0.666666667,,,1,0
1-145972016723,113,28102,TROUBLE CALL,49.403364,POSTERIOR,1,0.666666667,,,1,0
1-145799442879,167,693,CAMBIO TOTAL DE ACOMETIDA,0.00027,POSTERIOR,1,1,,,1,0
1-145958623402,201,703,INSTALACIÓN,45.976355,POSTERIOR,1,0.833333333,,,1,0
1-145962109677,161,10287,CAMBIO TOTAL DE ACOMETIDA,0.000485,POSTERIOR,1,1,,,1,0
1-145962109677,161,10287,TROUBLE CALL,52.972177,POSTERIOR,1,1,,,1,0
1-146061488626,97,704,FISCALIZACIÓN ESPECIAL,0.000237,EN VIVO,,,,,,1
1-146025855524,388,14776,TROUBLE CALL,24.950528,POSTERIOR,1,1,,,1,0
1-146038817554,201,703,FISCALIZACIÓN ESPECIAL,0.001202,EN VIVO,,,,,,1
1-146038817554,201,703,TROUBLE CALL,47.423773,EN VIVO,1,1,1,1,1,0
1-145322155621,388,14909,TROUBLE CALL,55.62344,POSTERIOR,1,1,,,1,0
1-146054741221,178,712,TROUBLE CALL,44.195191,EN VIVO,1,1,1,1,1,0
1-144471401653,140,718,TROUBLE CALL,2.579161,POSTERIOR,1,1,,,1,0
1-145377644476,156,5990,INSTALACIÓN,15.123165,POSTERIOR,1,0.833333333,,,0,0
1-145741375888,113,28102,CAMBIO TOTAL DE ACOMETIDA,0.000456,POSTERIOR,1,1,,,1,0
1-145964868622,245,10546,INSTALACIÓN,33.706269,POSTERIOR,1,1,,,1,0
1-144783184738,242,716,TROUBLE CALL,56.449006,POSTERIOR,1,1,,,1,0
1-145836163571,157,11964,TROUBLE CALL,31.975133,POSTERIOR,1,1,,,1,0
1-145806448150,113,28102,TROUBLE CALL,3.514904,POSTERIOR,1,1,,,1,0
1-146020124674,171,8221,TROUBLE CALL,53.943354,EN VIVO,0.75,1,1,1,1,0
1-143824806373,305,14228,TROUBLE CALL,36.822327,POSTERIOR,1,1,,,1,0
1-145637829493,157,11964,TROUBLE CALL,6.089705,POSTERIOR,1,1,,,1,0
1-145894475882,100,14407,TROUBLE CALL,34.745931,POSTERIOR,1,1,,,1,0
1-144822791467,157,11964,TROUBLE CALL,11.509736,POSTERIOR,1,1,,,1,0
1-146154911768,161,10287,TROUBLE CALL,6.615964,EN VIVO,0.8,1,1,1,1,0
1-146138655048,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.008918,POSTERIOR,1,0.666666667,,,1,0
1-146138655048,161,3350,TROUBLE CALL,50.756099,POSTERIOR,1,0.666666667,,,1,0
1-146108730243,185,7987,TROUBLE CALL,46.809612,POSTERIOR,1,1,,,1,0
1-144988039453,100,14407,TROUBLE CALL,17.47424,POSTERIOR,1,1,,,1,0
1-146344948977,140,718,TROUBLE CALL,16.79805,EN VIVO,1,1,1,1,1,0
1-146287404457,161,10287,FISCALIZACIÓN ESPECIAL,0.002019,EN VIVO,,,,,,1
1-146274342092,100,14407,TROUBLE CALL,30.81237,POSTERIOR,1,1,,,1,0
1-146368929632,139,706,FISCALIZACIÓN ESPECIAL,0.005292,EN VIVO,,,,,,1
1-146371700186,388,14776,TROUBLE CALL,9.486653,EN VIVO,1,1,1,1,1,1
1-146313678154,399,18883,TROUBLE CALL,8.553904,EN VIVO,1,1,1,1,1,1
1-145608331232,156,12578,TROUBLE CALL,49.197968,POSTERIOR,1,1,,,1,0
1-143496865143,398,15954,CAMBIO TOTAL DE ACOMETIDA,0.010667,POSTERIOR,1,1,,,1,0
1-146330603765,189,14461,TROUBLE CALL,12.200672,EN VIVO,1,1,1,1,1,0
1-144296061862,167,693,INSTALACIÓN,20.116291,POSTERIOR,1,1,,,1,0
1-146261404786,100,14407,CAMBIO TOTAL DE ACOMETIDA,0.007778,POSTERIOR,0,0.666666667,,,1,0
1-144495053067,140,718,INSTALACIÓN,42.914651,POSTERIOR,1,1,,,1,0
1-146313791683,201,703,FISCALIZACIÓN ESPECIAL,0.00057,EN VIVO,,,,,,1
1-145869310847,154,717,INSTALACIÓN,40.026182,POSTERIOR,0,0.833333333,,,1,0
1-146331197965,242,12002,TROUBLE CALL,13.438784,EN VIVO,1,1,1,1,0.833333333,0
1-146004136960,156,12578,TROUBLE CALL,41.83037,POSTERIOR,1,0.666666667,,,1,0
1-146298736695,166,14216,FISCALIZACIÓN ESPECIAL,0.007177,EN VIVO,,,,,,1
1-146011851260,388,14776,CAMBIO TOTAL DE ACOMETIDA,0.000376,POSTERIOR,1,1,,,1,0
1-144571404676,100,14407,TROUBLE CALL,17.701757,POSTERIOR,1,1,,,1,0
1-146334144726,166,14216,TROUBLE CALL,1.624646,EN VIVO,1,1,1,1,1,1
1-146315433208,113,14409,TROUBLE CALL,9.030193,EN VIVO,1,1,1,1,1,1
1-146281205408,156,12578,TROUBLE CALL,20.171754,EN VIVO,1,1,1,1,1,0
1-145580307802,347,3561,INSTALACIÓN,14.687365,POSTERIOR,1,1,,,1,0
1-146084797321,148,1606,FISCALIZACIÓN ESPECIAL,0.009119,EN VIVO,,,,,,1
1-144604479792,185,7987,FISCALIZACIÓN ESPECIAL,0.005274,POSTERIOR,,,,,,0
1-145864569644,143,696,TROUBLE CALL,41.625659,POSTERIOR,1,1,,,1,0
1-145770224384,156,2530,FISCALIZACIÓN ESPECIAL,0.011588,POSTERIOR,,,,,,0
1-145106313303,399,18883,INSTALACIÓN,3.102251,POSTERIOR,1,1,,,1,0
1-146050893912,403,21262,INSTALACIÓN,44.863283,EN VIVO,1,0.833333333,1,1,1,0
1-144785776501,154,717,INSTALACIÓN,58.599093,POSTERIOR,1,0.833333333,,,0,0
1-145653490562,161,10287,FISCALIZACIÓN ESPECIAL,0.006694,POSTERIOR,,,,,,0
1-146338054325,154,717,TROUBLE CALL,6.47508,EN VIVO,1,1,0.666666667,0,0.833333333,0
1-144480847328,157,11964,CAMBIO TOTAL DE ACOMETIDA,0.000579,POSTERIOR,1,1,,,1,0
1-144480847328,157,11964,TROUBLE CALL,59.537183,POSTERIOR,1,1,,,1,0
1-146347238774,135,1361,TROUBLE CALL,33.79311,EN VIVO,1,1,1,1,1,0
1-144480278846,388,14909,TROUBLE CALL,54.754826,POSTERIOR,1,1,,,1,0
1-145281491147,161,3350,TROUBLE CALL,19.276682,POSTERIOR,1,0.666666667,,,1,0
1-146322436712,237,2858,TROUBLE CALL,52.594075,EN VIVO,0.833333333,1,1,1,1,0
1-146309218405,161,10287,TROUBLE CALL,28.067721,EN VIVO,1,1,1,1,1,0
1-146261922739,167,8516,TROUBLE CALL,45.766995,EN VIVO,1,1,1,1,1,0
1-146255527315,167,8002,TROUBLE CALL,46.186031,EN VIVO,1,1,1,1,1,0
1-145938910016,152,2631,INSTALACIÓN,23.772089,POSTERIOR,0,1,,,1,0
1-146250854358,398,15954,TROUBLE CALL,11.573212,POSTERIOR,1,1,,,1,0
1-146159684846,113,14409,TROUBLE CALL,25.331203,EN VIVO,1,1,1,1,0.833333333,0
1-145709914279,112,705,TROUBLE CALL,45.443465,POSTERIOR,1,1,,,1,0
1-145728696348,113,14409,INSTALACIÓN,21.646302,POSTERIOR,1,1,,,1,0
1-145651962562,156,2530,INSTALACIÓN,33.413103,POSTERIOR,1,1,,,1,0
1-146325077693,167,8516,FISCALIZACIÓN ESPECIAL,0.007977,EN VIVO,,,,,,1
1-145615637370,156,2530,INSTALACIÓN,38.866198,POSTERIOR,1,1,,,1,0
1-146263582463,178,712,TROUBLE CALL,58.820656,POSTERIOR,1,1,,,1,0
1-145514339650,201,703,TROUBLE CALL,46.447469,POSTERIOR,1,0.666666667,,,1,0
1-145533545250,156,2530,INSTALACIÓN,33.956391,POSTERIOR,1,0.833333333,,,1,0
1-146231280515,166,10278,TROUBLE CALL,26.337802,EN VIVO,1,1,1,1,0.833333333,0
1-146232603558,97,704,FISCALIZACIÓN ESPECIAL,0.002198,EN VIVO,,,,,,1
1-146232603558,97,704,FISCALIZACIÓN ESPECIAL,0.000696,EN VIVO,,,,,,1
1-146101462661,100,14407,TROUBLE CALL,24.59283,POSTERIOR,1,1,,,1,0
1-146236697404,166,10278,TROUBLE CALL,38.820138,EN VIVO,1,1,1,1,1,0
1-146233725310,148,1606,FISCALIZACIÓN ESPECIAL,0.017582,EN VIVO,,,,,,1
1-146231388345,403,21262,CAMBIO TOTAL DE ACOMETIDA,0.016436,EN VIVO,1,1,1,1,1,1
1-145856207306,156,5990,INSTALACIÓN,19.744435,POSTERIOR,1,0.833333333,,,0,0
1-144744598112,113,28102,INSTALACIÓN,37.747757,POSTERIOR,1,0.833333333,,,1,0
1-144629225634,143,696,TROUBLE CALL,10.631656,POSTERIOR,1,0.666666667,,,1,0
1-145320680933,172,700,FISCALIZACIÓN ESPECIAL,0.006403,POSTERIOR,,,,,,0
1-146224387964,201,703,TROUBLE CALL,12.737853,EN VIVO,1,1,1,1,1,0
1-145293084774,245,10546,TROUBLE CALL,16.124257,POSTERIOR,1,0.666666667,,,1,0
1-146134756671,198,701,TROUBLE CALL,9.353602,POSTERIOR,1,0.666666667,,,1,0
1-146219872462,189,14461,FISCALIZACIÓN ESPECIAL,0.021717,EN VIVO,,,,,,1
1-145731168915,156,2530,INSTALACIÓN,41.400376,POSTERIOR,1,1,,,0,0
1-146160708462,143,696,CAMBIO TOTAL DE ACOMETIDA,0.000416,POSTERIOR,1,1,,,1,0
1-146160708462,143,696,TROUBLE CALL,33.004828,POSTERIOR,1,1,,,1,0
1-145598027032,388,14776,INSTALACIÓN,24.04956,POSTERIOR,1,1,,,1,0
1-146268728124,178,712,TROUBLE CALL,45.578364,EN VIVO,1,1,1,1,1,0
1-146241514906,198,701,TROUBLE CALL,38.557773,EN VIVO,1,1,1,1,0.833333333,0
1-146271746475,388,663,TROUBLE CALL,13.2186,EN VIVO,1,1,1,1,1,0
1-143949431479,347,3561,INSTALACIÓN,16.010458,POSTERIOR,1,1,,,1,0
1-146263029956,167,8516,TROUBLE CALL,59.39227,EN VIVO,1,1,1,1,1,0
1-146228449716,242,12002,TROUBLE CALL,19.655408,EN VIVO,1,1,1,1,0.833333333,0
1-145314702308,347,1786,INSTALACIÓN,43.276079,POSTERIOR,1,1,,,1,0
1-146518660695,167,8516,FISCALIZACIÓN ESPECIAL,0.051451,EN VIVO,,,,,,1
1-146263532519,195,22161,FISCALIZACIÓN ESPECIAL,0.004347,POSTERIOR,,,,,,0
1-146422559472,148,1606,INSTALACIÓN,18.104637,EN VIVO,1,0.833333333,1,1,1,0
1-144299345853,388,663,INSTALACIÓN,59.50053,POSTERIOR,1,1,,,1,0
1-146440456532,113,14409,INSTALACIÓN,27.101154,POSTERIOR,1,1,,,1,0
1-145513959959,152,2631,FISCALIZACIÓN ESPECIAL,0.005104,POSTERIOR,,,,,,0
1-145441516887,189,14461,INSTALACIÓN,17.469362,POSTERIOR,1,1,,,1,0
1-146033102722,142,19343,FISCALIZACIÓN ESPECIAL,0.003362,POSTERIOR,,,,,,0
1-146026804422,233,715,INSTALACIÓN,9.905587,POSTERIOR,1,1,,,1,0
1-145463621472,201,703,FISCALIZACIÓN ESPECIAL,0.004021,POSTERIOR,,,,,,0
1-145735857699,161,10287,TROUBLE CALL,48.916222,POSTERIOR,1,1,,,1,0
1-146484654056,113,14409,FISCALIZACIÓN ESPECIAL,0.000686,EN VIVO,,,,,,0
1-146484654056,113,14409,FISCALIZACIÓN ESPECIAL,0.029042,EN VIVO,,,,,,0
1-145600290822,154,717,FISCALIZACIÓN ESPECIAL,0.001311,POSTERIOR,,,,,,0
1-145600290822,154,717,INSTALACIÓN,59.122843,POSTERIOR,0,0.666666667,,,1,0
1-146492692716,142,19343,TROUBLE CALL,26.120067,EN VIVO,1,1,1,1,1,0
1-146397700392,237,2858,INSTALACIÓN,28.169712,EN VIVO,1,1,1,1,1,0
1-145348701902,167,693,INSTALACIÓN,15.203123,POSTERIOR,1,1,,,1,0
1-146012648623,245,10546,TROUBLE CALL,14.119753,POSTERIOR,1,1,,,1,0
1-146547431541,167,693,TROUBLE CALL,14.991018,EN VIVO,1,1,1,1,1,0
1-146522857424,185,7987,FISCALIZACIÓN ESPECIAL,0.014411,EN VIVO,,,,,,1
1-146424653468,140,718,FISCALIZACIÓN ESPECIAL,0.006023,POSTERIOR,,,,,,0
1-146409123129,388,7398,CAMBIO TOTAL DE ACOMETIDA,0.000347,POSTERIOR,1,0.666666667,,,1,0
1-146283098067,198,701,TROUBLE CALL,30.294057,POSTERIOR,1,1,,,1,0
1-144572936002,388,7398,INSTALACIÓN,30.687006,POSTERIOR,1,1,,,1,0
1-146529324772,108,14406,FISCALIZACIÓN ESPECIAL,0.000244,EN VIVO,,,,,,1
1-144834809992,233,715,INSTALACIÓN,30.344453,POSTERIOR,1,1,,,1,0
1-146368308817,185,7987,TROUBLE CALL,52.233646,POSTERIOR,0,0.333333333,,,0,0
1-145728826726,347,3561,INSTALACIÓN,50.547984,POSTERIOR,0,0.666666667,,,0,0
1-146456747265,388,7398,TROUBLE CALL,50.191639,POSTERIOR,1,1,,,1,0
1-146439723782,242,716,TROUBLE CALL,55.740288,EN VIVO,1,1,1,1,0.714285714,0
1-145899208828,143,696,CAMBIO TOTAL DE ACOMETIDA,0.005692,POSTERIOR,1,1,,,1,0
1-146393022458,167,8516,TROUBLE CALL,28.597266,POSTERIOR,1,1,,,1,0
1-146482287084,139,706,FISCALIZACIÓN ESPECIAL,0.0438,EN VIVO,,,,,,1
1-144701013814,142,19343,INSTALACIÓN,50.117051,POSTERIOR,1,1,,,1,0
1-144600905794,242,716,FISCALIZACIÓN ESPECIAL,0.012103,POSTERIOR,,,,,,0
1-145921161176,166,14216,TROUBLE CALL,46.314277,POSTERIOR,1,0.333333333,,,1,0
1-146140754468,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.000566,POSTERIOR,1,1,,,1,0
1-146104636468,388,663,INSTALACIÓN,1.264989,POSTERIOR,1,1,,,1,0
1-146237205756,108,14406,TROUBLE CALL,16.557494,EN VIVO,1,1,1,1,0.833333333,0
1-146472753958,178,712,TROUBLE CALL,30.081461,POSTERIOR,1,1,,,1,0
1-146401642632,398,15954,INSTALACIÓN,30.208165,POSTERIOR,1,1,,,1,0
1-146450374206,100,14407,TROUBLE CALL,59.701421,EN VIVO,1,1,1,1,1,0
